aggregate,pts_english,pts_core_maths,pts_biology,pts_chemistry,pts_physics,pts_elective_maths,pts_integrated_science,pts_social_studies,trait_analytical,trait_empathy,trait_practical,trait_creative,logic_accuracy,quant_accuracy,scientific_accuracy,verbal_accuracy,label_programme,archetype,band_pool,ability
17.0,2.0,4.0,4.0,5.0,2.0,3.0,4.0,2.0,54.94497522768819,41.92590240466302,61.09733106894593,32.46777468040359,59.46851077909222,42.77139915353254,56.88210697621782,53.09009771503781,BSc Metallurgical Engineering,engineering,eligible,mid
8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,52.5855714520749,51.70090071860844,13.9320981509494,41.9851537832205,66.43997890779568,68.38766163797595,62.16432423044316,38.431269916282446,BSc Petrochemical Engineering,science,eligible,strong
12.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,38.05350284415486,64.42609856077146,41.41394855504093,63.7941653905597,77.39329662477815,74.04982070823931,59.620460861525444,49.88382616731727,BSc Marine Engineering,science,eligible,strong
19.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,7.0,77.6955796696404,76.92114205801772,63.69808667646521,72.91368763782593,61.77005058410243,77.54983391818396,36.70433533136424,60.2262092381396,BSc Meteorology and Climate Science,engineering,eligible,mid
8.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,86.54923724057119,46.94352061252552,92.23331448689895,32.02812849952721,61.77742197245669,65.10141592082535,52.85478215414137,49.260891570295115,BSc Chemical Engineering,engineering,eligible,strong
21.0,4.0,4.0,5.0,7.0,3.0,2.0,5.0,3.0,46.45708618397928,54.739966684192964,49.94102840585036,57.56760692760371,52.558770038327275,78.54268986172895,62.374571869846974,23.371640492111588,BSc Sport and Exercise Science,mixed,eligible,mid
21.0,4.0,4.0,6.0,4.0,4.0,2.0,6.0,3.0,75.96315427921579,38.90097193026056,73.44142625365191,25.160886285176808,42.04810144835457,62.799109373717926,64.43854171108458,44.99299920911164,BSc Sport and Exercise Science,science,eligible,mid
17.0,4.0,3.0,3.0,2.0,1.0,4.0,6.0,5.0,20.77769849464878,39.55109663409224,61.011738796163996,32.92579426723245,66.35082426368305,70.65483906148535,48.18501354606262,56.30467165214401,BSc Metallurgical Engineering,science,eligible,mid
14.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,49.69595925613835,20.966453882426944,27.146253187309885,59.316545134521675,39.07289803614258,48.876311524849115,68.4742018434256,48.81658595893499,BSc Statistics,mixed,eligible,strong
27.0,6.0,5.0,5.0,5.0,3.0,3.0,8.0,6.0,67.03725045838497,54.85007187219492,47.254160642644464,64.86157761363937,35.9223039776466,61.31349787136886,31.017506902489913,39.15622507098486,BSc Sport and Exercise Science,engineering,stretch,weak
21.0,3.0,2.0,7.0,6.0,3.0,3.0,4.0,8.0,60.713001530513864,62.523912513392304,50.81918926567463,67.48580386666586,34.2705062234288,63.43166522197843,79.38155832554341,65.45884162368482,BSc Sport and Exercise Science,engineering,eligible,weak
21.0,5.0,3.0,6.0,4.0,2.0,3.0,4.0,4.0,92.68879101192076,48.657187485999366,73.95098258642615,63.25843364367253,70.03059930457948,69.40511718696267,52.171224196825044,84.75496231351794,BSc Physics,engineering,eligible,mid
21.0,2.0,7.0,5.0,3.0,3.0,2.0,6.0,4.0,64.35266994442138,62.18704308068183,40.49332495654072,49.552858060086045,50.47009301202884,67.44481213320192,58.32565472094802,48.63854904249224,BSc Physics,science,eligible,weak
18.0,4.0,3.0,1.0,3.0,3.0,6.0,4.0,4.0,44.61443770209317,82.03577732395756,45.946917193812176,27.11779781110325,57.07367666608004,57.87234691552321,57.722414535209715,53.227295423353986,BSc Meteorology and Climate Science,health,eligible,mid
19.0,5.0,2.0,5.0,2.0,5.0,5.0,2.0,3.0,57.472762604173845,77.09284671674405,56.64081315247252,35.23992329414426,36.03012959712987,63.08589464819549,91.49685912309593,49.82047576936471,BSc Physics,health,eligible,mid
18.0,3.0,5.0,3.0,3.0,1.0,4.0,3.0,3.0,55.24185559489498,75.36462120262917,61.17239502302787,38.49545420989752,78.8835853397373,52.8730966436924,92.68820839850403,41.59101347078237,BSc Metallurgical Engineering,health,eligible,mid
17.0,2.0,5.0,2.0,4.0,4.0,3.0,1.0,8.0,44.27378824729003,59.37468193144592,49.70237229440025,68.03891346143263,61.4994017973454,76.94837956513729,86.96828758795363,51.56822838604735,BSc Environmental Science,health,eligible,mid
20.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,57.3811500587334,60.01650137768873,87.02075866849941,27.847307676367045,70.68542571627286,60.930261482583056,54.09331305235221,50.12567912170451,BSc Physics,engineering,eligible,mid
26.0,4.0,5.0,2.0,3.0,6.0,7.0,7.0,6.0,53.73524133978738,73.93794275722146,57.79083621867095,54.04602836204705,57.44222845132948,42.97927293934852,60.80822846685947,67.72389737688144,BSc Sport and Exercise Science,health,stretch,weak
17.0,2.0,4.0,4.0,3.0,1.0,3.0,6.0,5.0,66.72816390305937,51.79262176338475,51.20502657859713,41.45890636705336,79.96285092344725,64.4101122472754,46.51274485563171,73.48449924967696,BSc Metallurgical Engineering,science,eligible,mid
22.0,7.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,47.43332764342095,48.00411600107979,49.44254540428468,57.505463117806954,81.4644119835583,67.92655782820052,82.62095539572239,57.173052577593815,BSc Sport and Exercise Science,science,eligible,mid
8.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,71.54343970852815,42.49967212678175,64.69075385061706,78.09062730324959,53.75723619849084,70.11405715398902,20.0,67.35352575099785,BSc Computer Engineering,engineering,eligible,strong
8.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,71.34263296043306,71.79512812114147,60.2727921083262,43.91084710950261,32.59925180869637,20.81635570188495,55.83448315963345,62.75941355286326,BSc Medical Imaging,health,eligible,strong
15.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,2.0,50.74095258954005,33.415383337014504,68.6132971797554,40.75355729406027,61.43462199896014,79.74560780911764,89.19763465518758,58.12838922782082,BSc Statistics,science,eligible,strong
15.0,3.0,1.0,6.0,9.0,4.0,3.0,2.0,2.0,39.47492967326446,25.613306044629244,42.131141745469726,57.27648962648539,49.3332292410168,79.63162335104934,68.21178280873956,50.658926172379445,BSc Marine Engineering,mixed,eligible,strong
15.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,59.47782642023115,88.66931510189977,16.694046703338202,59.345031819527385,58.3327250820978,62.885834216482536,87.78315005891483,43.67310886275138,BSc Environmental Science,health,eligible,mid
23.0,3.0,4.0,9.0,3.0,9.0,4.0,4.0,5.0,40.10268705360143,71.89885535604684,50.045344182484556,59.53851867267299,50.45690939366559,44.77006563174139,76.93738176849972,75.95785735111846,BSc Sport and Exercise Science,health,eligible,mid
20.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,59.344979681715685,51.98889732424723,71.00786435921287,37.83223112380798,80.09471743712507,62.78906638518739,95.0,60.439033288392245,BSc Sport and Exercise Science,science,eligible,mid
16.0,4.0,3.0,9.0,3.0,3.0,1.0,6.0,2.0,40.018539584333,52.83775377534928,38.301810371057684,18.91974166267303,65.80467484183649,51.912569300663286,79.46828910355377,51.97568052663573,BSc Materials Engineering,science,eligible,mid
7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,72.25966302041088,45.45444483454993,44.596512725019885,46.00038061328051,68.62606383636958,40.99620893947433,62.03121753702492,36.333821861360164,BSc Computer Engineering,health,eligible,strong
13.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,45.03596008606635,38.19386876586293,48.39759146113101,70.55704471109492,74.33402715463596,79.56506755601143,72.55867406009273,37.69582414087425,BSc Automobile Engineering,mixed,eligible,strong
24.0,4.0,3.0,6.0,8.0,9.0,5.0,3.0,3.0,57.255885895354815,28.81302313053853,82.66771779008914,76.43672446918865,67.51764837568639,84.13633117008631,65.99530478298541,65.86681716498175,BSc Sport and Exercise Science,mixed,eligible,mid
20.0,5.0,2.0,6.0,5.0,1.0,4.0,5.0,3.0,75.3999683183442,29.958844662359226,77.62926684892176,47.03697291274315,59.674633102602904,95.0,68.03603706647063,68.90147364636888,BSc Sport and Exercise Science,engineering,eligible,mid
25.0,4.0,4.0,2.0,6.0,3.0,9.0,6.0,6.0,41.51493885380056,58.858336579980595,35.38137542877108,26.67708063322758,67.47524802731591,83.2773488270484,63.92372248309186,61.067765323521414,BSc Sport and Exercise Science,science,stretch,weak
25.0,5.0,4.0,2.0,5.0,4.0,7.0,7.0,5.0,41.35432592448854,66.48413168186394,69.1686899311456,74.16096641905403,58.51825469338899,44.318175579328,85.96171923879378,29.96056627509287,BSc Sport and Exercise Science,health,stretch,weak
14.0,4.0,2.0,6.0,3.0,1.0,2.0,6.0,2.0,89.84786147819167,51.92298726386817,60.51631631982329,69.24400712792908,71.13184023905266,65.40241781284367,54.67625779152353,60.60988809215484,BSc Geological Engineering,engineering,eligible,mid
24.0,6.0,1.0,7.0,8.0,2.0,3.0,5.0,8.0,65.62938151288293,44.832693245110015,77.70260955231429,40.84918175421114,86.44804627489118,57.909975495747176,34.16447306313709,47.12526941625566,BSc Sport and Exercise Science,engineering,eligible,weak
18.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,48.811024423109515,51.860429315347176,57.069418180168825,85.56569792852764,54.956066368438336,62.88097269554761,60.29152599411813,39.50764453316208,BSc Metallurgical Engineering,science,eligible,mid
24.0,6.0,3.0,6.0,4.0,3.0,2.0,8.0,8.0,66.10883518180488,60.33770938133535,76.1571595236784,65.51182630945749,48.93732030880793,44.25225793013105,61.52358294373029,40.5558441127262,BSc Sport and Exercise Science,engineering,eligible,weak
23.0,4.0,5.0,3.0,4.0,6.0,6.0,3.0,4.0,53.62808266577017,80.7456037922918,50.22268565744701,42.20932647724029,55.68920755578871,72.87737977024146,80.01671218996356,63.01060340293353,BSc Sport and Exercise Science,health,eligible,mid
22.0,5.0,3.0,4.0,3.0,9.0,5.0,5.0,2.0,52.643517622057814,61.78817090492413,25.41387501256461,45.90550249440653,67.75312420229943,66.41512770623666,49.01221627515969,72.6298768948995,BSc Sport and Exercise Science,health,eligible,mid
18.0,2.0,2.0,9.0,6.0,4.0,2.0,3.0,5.0,50.97973375111519,34.79812706891375,49.665240091116075,51.62950971945723,50.63412147012042,67.82695640313092,67.3976935330167,65.53658311774176,BSc Metallurgical Engineering,mixed,eligible,strong
11.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,59.88575753780238,73.63641631056842,31.971861831138494,49.75095497104875,68.96311418620134,36.54772416731611,55.08121911803633,45.33760096956621,BSc Computer Science,health,eligible,strong
22.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,7.0,66.43524563853735,65.75717623283414,84.4693609632254,26.154638353090846,80.25477095381314,79.0905165319812,50.133068063487585,53.82337158451411,BSc Sport and Exercise Science,engineering,eligible,mid
16.0,5.0,2.0,6.0,4.0,1.0,1.0,5.0,3.0,76.0762114960183,56.50915110130494,70.30225096287128,34.00638715901376,67.22705343605328,80.52734573114681,88.19551244945382,76.62766045398526,BSc Industrial Engineering,engineering,eligible,mid
27.0,3.0,5.0,6.0,6.0,4.0,7.0,6.0,3.0,60.81960288561439,86.30444055247625,46.72547496718232,50.897176792867675,68.5711757502637,61.58543914441083,44.97066246752175,41.42318211829572,BSc Sport and Exercise Science,health,stretch,weak
25.0,4.0,1.0,9.0,5.0,9.0,3.0,6.0,6.0,78.61274312151808,62.20191243164844,64.56986711477329,57.49121799877238,68.15195220992062,51.06749488602474,40.623349451323634,51.93246165366187,BSc Sport and Exercise Science,engineering,stretch,mid
15.0,5.0,2.0,5.0,1.0,2.0,2.0,7.0,3.0,72.8194686322175,46.046862316509085,49.51593160077584,54.459563689391864,47.986194961548435,67.06807882242788,52.103905048944185,75.23336394481097,BSc Metallurgical Engineering,science,eligible,mid
21.0,4.0,3.0,9.0,5.0,3.0,3.0,3.0,5.0,71.9498674613744,48.05853952884254,59.12039754360623,56.00010105096627,69.23142622783149,73.1427207625481,52.73375083992482,71.36366950978841,BSc Physics,engineering,eligible,weak
22.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,7.0,40.75040216476704,75.21362689674257,38.38040849375269,63.504130898566615,60.09900660336736,64.2360140012834,50.45630689528262,68.61250142380977,BSc Sport and Exercise Science,science,eligible,mid
14.0,1.0,4.0,1.0,2.0,5.0,4.0,2.0,4.0,49.8036891724006,69.82717576732607,74.52727391025778,52.9971631237574,67.56666183388539,45.628103742270284,73.34884628340019,50.877948396880996,BSc Midwifery,health,eligible,mid
18.0,1.0,4.0,9.0,2.0,9.0,6.0,3.0,2.0,59.631030851637675,61.997222299534364,41.95737173531919,48.66739645178969,60.783351575959024,55.11064017377359,95.0,64.93569201867103,BSc Mathematics,health,eligible,strong
12.0,3.0,3.0,7.0,2.0,1.0,2.0,1.0,3.0,26.863461048881263,43.08373766019178,45.1376778351853,62.38025539851939,65.27314912351062,82.80309381891144,64.57820062032961,48.02879905497899,BSc Industrial Engineering,science,eligible,mid
19.0,4.0,4.0,2.0,3.0,7.0,5.0,3.0,3.0,47.10653809206671,72.8005694472077,81.64003194959687,54.973998124681145,26.411600680693567,33.851734501640365,66.23495122866275,42.942611376815144,BSc Agricultural Biotechnology,health,eligible,mid
26.0,4.0,5.0,4.0,5.0,6.0,3.0,6.0,5.0,59.69746192608636,90.285746488445,67.25444160643536,54.12998003391742,92.18127431439007,45.5770551316451,52.21835337860159,54.83742989667557,BSc Sport and Exercise Science,health,stretch,weak
8.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,65.11849031053792,26.20333409108522,57.591004250321404,52.07544737043154,70.59813439264424,64.72042799721991,50.12965226169001,36.358391708200415,BSc Chemical Engineering,engineering,eligible,strong
26.0,5.0,3.0,6.0,6.0,5.0,7.0,3.0,4.0,63.42661570742579,71.25441708926957,49.391431799229224,41.745210515243656,69.85659134641445,80.45847616871411,59.28368739292686,25.0360523862452,BSc Sport and Exercise Science,mixed,stretch,mid
10.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,72.09605567624698,46.21399988710284,66.5374466159056,69.48895162982849,33.64599457006208,32.33453655679057,87.43138682246675,73.03611054949302,BSc Actuarial Science,science,eligible,strong
8.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,74.51378404643648,44.40046366272999,63.74447532660356,36.63061580840515,54.135425987947585,57.95543953527006,45.87453736400649,59.14750102358046,BSc Mechanical Engineering,engineering,eligible,strong
26.0,3.0,6.0,4.0,4.0,4.0,9.0,5.0,5.0,62.04206456496694,33.728642592825764,53.84315909607022,48.554860832135915,56.94820148095339,54.81115357949937,83.72293531994742,60.182028742685226,BSc Sport and Exercise Science,science,stretch,mid
20.0,5.0,4.0,3.0,9.0,3.0,1.0,4.0,4.0,49.941235658357115,30.418608803949493,58.169915978502345,51.661341616855005,54.624978232086136,58.039499517088394,69.91541960888033,75.18723955803048,BSc Agricultural Biotechnology,science,eligible,mid
12.0,2.0,2.0,2.0,2.0,9.0,1.0,3.0,4.0,58.69968602242575,94.9120842964492,45.478497720342354,73.05938505462694,84.51945968026702,73.00396188575095,70.55624979067292,56.422565462350434,BSc Statistics,science,eligible,strong
20.0,3.0,3.0,3.0,6.0,6.0,4.0,5.0,2.0,53.844375051678824,39.183406268759576,48.369410473133534,70.44831858652122,51.31921575136648,95.0,60.47253320930135,58.6008882537537,BSc Sport and Exercise Science,mixed,eligible,mid
18.0,4.0,3.0,5.0,2.0,2.0,3.0,5.0,4.0,41.916418413989476,31.051464552073625,72.70191968890893,39.21857582016856,64.0909660062722,85.26359652105599,78.13160936169238,43.63536388494874,BSc Metallurgical Engineering,science,eligible,mid
17.0,3.0,4.0,3.0,4.0,1.0,2.0,5.0,5.0,74.26405893945861,47.36113146361443,39.54782635667049,34.182478889208596,50.504150013114405,41.57103398483387,77.42168605307472,42.957301135690855,BSc Metallurgical Engineering,science,eligible,mid
20.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,6.0,51.57079113242954,32.97238930771991,41.394888122052386,73.56787425078859,43.33428560985308,53.73316234915758,95.0,69.1155660448731,BSc Physics,science,eligible,mid
9.0,2.0,1.0,5.0,1.0,1.0,1.0,6.0,3.0,73.50945766267124,40.982887191730946,64.29349498525815,38.774689693403026,45.33536809446867,85.84261697342247,41.70207555226941,50.857779118474596,BSc Civil Engineering,engineering,eligible,strong
14.0,2.0,1.0,5.0,1.0,4.0,1.0,6.0,5.0,79.47224721539705,55.96774992775511,55.829759502684745,55.19292428509364,20.605123556291062,36.05600150149908,63.46789977334645,48.732561522336994,BSc Industrial Engineering,engineering,eligible,mid
10.0,1.0,1.0,1.0,3.0,9.0,2.0,2.0,3.0,56.55567730680798,56.49197618360555,93.90320188288084,74.88823114961035,51.70095133398033,54.002438630439926,46.68576328247009,52.362438967843126,BSc Chemical Engineering,engineering,eligible,strong
18.0,4.0,1.0,3.0,2.0,4.0,4.0,5.0,4.0,75.90324234196055,40.04054952304,57.50260508664402,23.27860829394739,46.11026961362476,36.414812815154306,85.31784240701728,52.596928901874705,BSc Metallurgical Engineering,science,eligible,mid
9.0,1.0,1.0,3.0,2.0,1.0,4.0,5.0,1.0,81.96433316169998,10.0,47.29598782910082,81.38439768653691,60.7536659731237,50.02309964796472,58.64306306833808,39.20411569821228,BSc Aerospace Engineering,engineering,eligible,strong
25.0,3.0,5.0,6.0,6.0,5.0,6.0,3.0,3.0,73.80175621842216,64.5832939901831,40.607513591543785,23.601959796639026,49.32754648668539,51.54559780148063,82.47622511198611,68.80746215161687,BSc Sport and Exercise Science,mixed,stretch,mid
24.0,4.0,3.0,9.0,6.0,9.0,3.0,3.0,5.0,70.93955490440317,44.72377918739533,45.841708356483835,70.44786336685051,40.46016571294244,86.51331769446634,60.409660066811156,57.43554790474015,BSc Sport and Exercise Science,mixed,eligible,mid
10.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,27.7253302562484,67.63482335717659,10.47929145176795,52.935277304402774,56.47532978259875,67.41201718781149,52.90049888148944,60.26016231901185,BSc Biochemistry,science,eligible,strong
21.0,5.0,1.0,4.0,3.0,4.0,5.0,6.0,4.0,32.04289506959472,77.71962735788958,33.76486464789966,56.57387029646138,47.91668942222114,50.777773979884095,61.82787313315809,77.78369474853076,BSc Physics,health,eligible,mid
11.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,54.039772367079316,43.93534898238916,68.21542740814343,52.653724719633544,67.93861981420949,71.9847703862503,43.4774035823711,48.83757296930764,BSc Telecommunication Engineering,engineering,eligible,strong
20.0,3.0,5.0,4.0,1.0,4.0,5.0,7.0,3.0,60.19702580163506,85.55459950746709,48.385825841687165,16.415941505990475,77.21599188218487,61.00396982590464,69.50385452486357,25.294422276460192,BSc Meteorology and Climate Science,health,eligible,weak
12.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,63.77157986691457,10.0,51.28023851642815,65.61104965063694,65.83058862241201,58.81488560422757,69.08362330532574,57.67479922256526,BSc Marine Engineering,mixed,eligible,strong
10.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,72.39106722922061,10.0,42.44646602924563,67.22310920297745,55.31522278396206,81.09329705468753,95.0,56.20576970553636,BSc Computer Science,science,eligible,strong
12.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,67.81729602745006,28.04491040134045,51.749426937343834,73.22613849439814,33.22751791599598,71.03208917912856,88.17618083986406,54.61138502419775,BSc Environmental Science,science,eligible,strong
10.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,37.44772870834592,58.37226216207981,49.17879357773034,43.49399714620799,76.4670954952189,52.95993756968081,95.0,52.350373171865755,BSc Biochemistry,science,eligible,strong
21.0,5.0,1.0,2.0,3.0,6.0,6.0,5.0,5.0,59.70437511046248,72.71507141750799,50.70991428604775,33.40938973422444,30.919601042478092,39.96431640105441,82.39357655866509,33.300672061537384,BSc Physics,health,eligible,mid
7.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,68.70123123968584,56.862209763605264,63.61745142889241,56.04664909776998,76.51150335659109,70.77642955295367,44.99109450485061,43.11894014860386,BSc Chemical Engineering,science,eligible,strong
16.0,2.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0,87.22943217716308,42.43401256606199,78.09008603096301,30.814328924849576,40.93283218351018,66.8308784668338,51.525736216422246,42.864628276554214,BSc Industrial Engineering,engineering,eligible,mid
16.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,55.00703635657871,55.60824251098435,58.61670088153585,49.927139350900525,51.16709093274351,95.0,37.988381324276304,59.70418384203191,BSc Metallurgical Engineering,engineering,eligible,mid
25.0,5.0,5.0,9.0,7.0,4.0,2.0,4.0,5.0,42.28650750645853,76.62081156010856,79.53331726325321,62.01447342859806,60.5804507632593,65.83828824067085,65.14353407808035,52.08423662557762,BSc Sport and Exercise Science,science,stretch,mid
12.0,1.0,3.0,9.0,3.0,4.0,1.0,2.0,2.0,61.10997196129905,41.56218133232588,90.33560904379026,36.131378216120964,71.6017695070613,68.64910558521036,95.0,60.801247238720634,BSc Geological Engineering,mixed,eligible,strong
11.0,1.0,1.0,5.0,4.0,3.0,5.0,1.0,1.0,53.36112500451437,60.347755027904405,48.098715257388996,56.14867137646829,63.95270236216903,70.0656093483195,95.0,30.63363230138994,BSc Actuarial Science,mixed,eligible,strong
21.0,3.0,3.0,4.0,2.0,7.0,6.0,4.0,5.0,60.41471515724997,82.5354384709141,54.28858174426895,60.08712768453637,67.88155294080379,32.79399707005494,74.21859555709776,74.75170995357146,BSc Physics,health,eligible,mid
21.0,4.0,6.0,1.0,3.0,3.0,6.0,5.0,4.0,76.38359231616609,82.43042288561466,58.45634647468463,39.63550026321872,74.78153811441169,85.63638464932656,68.18034504626866,56.41739049685768,BSc Sport and Exercise Science,health,eligible,mid
23.0,5.0,5.0,6.0,3.0,4.0,3.0,6.0,3.0,64.82073510903251,40.51885661109639,53.256690730427884,21.94888608384182,41.35900085649097,59.147687583323886,90.63250207765213,62.90907022645142,BSc Sport and Exercise Science,science,eligible,weak
10.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,62.01295268940904,41.898403653504225,64.82197287840003,56.78221827774408,55.223995903167776,39.74135208329025,77.8098758860269,36.0804493296115,BSc Petroleum Engineering,mixed,eligible,strong
25.0,5.0,4.0,7.0,5.0,3.0,4.0,5.0,4.0,45.908014441245506,67.22535256330464,40.673538388170485,58.79092090128323,91.65355276708685,67.24199671914657,59.368495668976976,60.68981424420251,BSc Sport and Exercise Science,engineering,stretch,weak
21.0,2.0,3.0,6.0,2.0,4.0,9.0,5.0,5.0,49.9141980830585,82.82327972563598,42.01015020573075,57.247115067194606,37.48701601295038,66.99227589682118,65.69344216853084,65.13528078766643,BSc Physics,science,eligible,mid
8.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,93.69849614096935,40.683691452761735,71.52216003660888,59.96364284637855,54.97025462952858,70.73941496391866,58.76133627748058,38.03786029050906,BSc Civil Engineering,engineering,eligible,strong
10.0,3.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,48.09076979992969,45.646549141788654,88.50983558644027,61.86182768942894,77.44456903745765,77.15780296822342,42.69598166566497,66.4962534262791,BSc Petroleum Engineering,engineering,eligible,strong
22.0,1.0,2.0,5.0,7.0,4.0,6.0,4.0,8.0,69.24805613353088,27.614586701088168,19.970563993835995,47.747080632147096,72.23345580993721,56.288346572004194,72.79735816484747,36.68955517904908,BSc Sport and Exercise Science,mixed,eligible,mid
17.0,1.0,7.0,4.0,4.0,1.0,2.0,5.0,2.0,52.60122286173077,43.699218103762576,60.46516258455247,65.50280653394722,49.368773510108355,79.16748139365531,62.17399259605577,55.24782405589869,BSc Metallurgical Engineering,science,eligible,mid
27.0,4.0,2.0,4.0,5.0,6.0,7.0,6.0,6.0,61.55511445977457,44.25175803444992,52.70071873956999,48.003121085875,78.88849360305721,52.02035864222409,83.0299677007142,49.13241233226248,BSc Sport and Exercise Science,health,stretch,weak
14.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,72.25730352723741,44.95877863976936,76.39520154957236,57.56779185808591,53.87238995159031,49.875556849277615,64.79081196325794,26.379079188745326,BSc Industrial Engineering,engineering,eligible,mid
26.0,3.0,6.0,5.0,5.0,5.0,5.0,7.0,2.0,55.05044500550227,60.300414429305704,53.446532365239406,61.324340459094664,81.42329195728843,66.38779960733724,63.63422527522578,45.34282203626351,BSc Sport and Exercise Science,mixed,stretch,mid
10.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,26.382631347900592,28.091649429750092,58.32330084431578,53.17118512944843,74.65399430331782,41.8397355722242,62.872681405083256,50.554300953484415,BSc Petroleum Engineering,mixed,eligible,strong
12.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,62.61968446048478,28.260630778513775,52.44549762152004,54.78793385632344,61.137958336401255,55.520707056023454,66.84447624664567,72.71607502314582,BSc Marine Engineering,science,eligible,strong
10.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,50.96907783512344,69.53975233952825,49.721767121589615,55.71442785768258,54.83848488520601,41.2656425412877,84.27700504763398,38.14650876594858,BSc Medical Imaging,health,eligible,strong
11.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,72.60564296712127,37.25204731820202,54.83753040750428,54.78092945101226,47.71822534723865,48.29493518625967,88.31570203226926,84.4438531595654,BSc Computer Science,health,eligible,strong
26.0,3.0,5.0,6.0,9.0,3.0,3.0,6.0,6.0,36.02816120963925,42.7464325830778,37.99266111713965,60.35562530102862,59.60719393913603,61.59885872326261,95.0,60.749322655279556,BSc Sport and Exercise Science,science,stretch,weak
12.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,39.95029622746979,49.26929560938774,51.13862233229493,32.02197517332225,57.67410937192867,64.43267190099455,74.21517854830182,59.77177759856726,BSc Marine Engineering,science,eligible,mid
21.0,5.0,3.0,3.0,3.0,7.0,5.0,2.0,5.0,67.24001617530301,37.76415398075021,50.424714440153444,63.79563824903406,81.32794936249495,61.285407548615844,66.72074599509844,42.54927241616214,BSc Sport and Exercise Science,mixed,eligible,mid
23.0,5.0,3.0,4.0,2.0,4.0,8.0,5.0,6.0,49.119002092388286,86.22263342993692,48.97797305603807,45.63352532138984,65.863446478023,82.46881299668094,71.11424716392855,50.95829162981973,BSc Sport and Exercise Science,health,eligible,weak
8.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,54.28018670416012,63.72643099172018,89.39701457755628,31.94948396051928,49.17844511704935,65.62385106765093,54.783400950053,38.67689625170787,BSc Mechanical Engineering,health,eligible,strong
13.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,83.89879417059348,22.939887803679106,37.71208916010528,57.65602656977315,52.94995860141822,67.33336596151963,91.44324449027917,64.81941786495133,BSc Statistics,mixed,eligible,strong
11.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,73.05917379594743,95.0,13.11768533263227,54.56609539449249,61.04379180400069,52.29265316991021,78.1440931804322,57.24683110869222,BSc Medical Imaging,health,eligible,strong
22.0,4.0,4.0,3.0,7.0,4.0,4.0,3.0,4.0,45.993148505231865,28.95241297258368,50.65784054451418,70.96037920847613,61.95733049601084,47.28094316492127,54.536441452016035,49.34423276185763,BSc Sport and Exercise Science,science,eligible,mid
23.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,44.882268179056396,57.76214081060032,33.46051072231792,60.638879685918425,84.66280918485657,72.47572254668172,94.92717425415611,46.01902002886022,BSc Sport and Exercise Science,science,eligible,weak
