programme,track,wassce_biology,wassce_business_management,wassce_chemistry,wassce_core_maths,wassce_economics,wassce_elective_maths,wassce_english,wassce_financial_accounting,wassce_government,wassce_history,wassce_integrated_science,wassce_literature,wassce_physics,wassce_social_studies,trait_analytical,trait_creative,trait_social,trait_practical,trait_leadership,trait_empathy,logic_accuracy,quant_accuracy,verbal_accuracy,scientific_accuracy,xp,streak_days
public-administration,Business,4,4,3,2,3,5,3,5,3,3,3,4,5,4,72.48245342828656,35.37453758308174,72.97646240254518,48.81272689099633,79.48661997463203,71.67958316012358,32.46383688743795,49.74079712231202,51.438936511057506,48.272726896932774,840,7
pharmacy,Science,1,6,2,3,4,4,4,5,3,3,5,4,2,4,77.3097283968848,45.3066492552747,59.41740214580906,68.91735978456161,51.32844764424205,55.020949173651005,53.94180921299463,54.953774426405936,55.6091252735051,75.94833941463054,1103,24
nursing,Science,1,5,2,2,3,4,4,4,5,4,4,4,5,5,69.96792685700869,32.384614886242574,76.75205856404473,85.84040409255326,46.16034974063138,78.65059966197234,47.28379489488736,55.81530183101786,49.274580091010925,78.56219802167942,407,10
marketing,Business,4,3,4,3,1,4,2,2,4,5,3,3,5,4,61.697540967119174,84.01751910005686,84.64665447706052,41.51700880851443,78.31558022483819,71.62336567811155,58.27227725968835,46.60573512424236,79.742791962766,53.14578025655459,567,12
psychology,Arts,3,4,5,4,4,4,2,4,2,5,4,4,3,4,58.00022315560773,45.24577479622661,75.13209283241623,57.70567609036981,51.433701700795034,82.0829196120257,33.12108429510462,41.57914426034005,57.25744980629543,48.33056307357303,614,0
economics,Business,4,5,5,1,1,1,3,2,6,4,4,5,4,4,77.4920172670795,26.294979349456163,43.89638368495769,71.86975838944824,66.33020948286956,37.7453483711105,60.93502151205815,92.78840986128665,39.397449675380905,48.2111535826648,622,25
education,Arts,4,4,3,4,4,5,3,4,4,2,5,2,5,5,55.688036256950646,67.94539718159355,64.29600928639314,44.3508378177906,62.29940326446966,65.56736612326677,39.58910201203768,43.14056489076973,69.06654972965225,53.84668049541689,965,14
education,Arts,4,4,5,5,4,3,1,4,1,5,5,2,3,5,43.863628443489944,49.81773236398948,72.34054059973309,56.140874145743254,71.20797439147398,91.92672233415664,52.79158461331859,61.278915362575916,78.12772226284856,43.79109162123609,298,9
journalism,Arts,4,3,4,5,6,3,1,3,3,3,4,2,5,4,46.83780773379456,82.70279567235393,82.66731791547433,42.58986756214539,54.87599781398164,74.24983247322089,47.917945677511625,70.15316860187593,87.23116829829578,53.723188471071495,661,20
economics,Business,4,6,4,2,2,1,2,3,4,5,4,4,4,3,100.0,34.588263864791514,59.67440460137907,52.76550857442534,63.03731830839407,33.82552124727663,73.69760889098661,82.25171679606419,73.2453758833978,68.41168863069798,1127,24
economics,Business,4,4,3,1,2,1,2,3,6,2,4,4,3,4,91.67376243833422,47.24523594020561,51.86017122434753,60.927413164566275,72.68832995100576,43.16375941950614,71.46734160998936,92.29028488136986,65.94265246114969,58.477077262327846,439,3
agriculture,Science,2,4,2,4,4,5,4,3,4,5,4,3,4,3,71.20887663061131,40.92823319573407,67.24601106493299,63.75841332481164,51.34795604145148,64.29392640101321,43.48200378820728,47.96816784110598,42.46136092423446,63.392521851965135,757,4
public-administration,Business,4,4,3,4,3,3,1,3,2,3,5,4,3,5,59.46551486548836,41.86548055853979,59.50075160884626,44.301895756772005,90.09396320941514,52.83725433330142,58.74878800435618,45.744945403592105,63.89796283456246,53.96881729262144,1169,6
journalism,Arts,5,5,4,4,4,3,1,5,3,3,4,2,5,4,70.34720943279669,93.16348201204661,91.77257630353213,36.570401341541086,49.79776093229407,61.733962034034064,58.15972549755363,52.421506962086916,82.59024147077136,67.40386094062679,934,10
agriculture,Science,2,4,3,4,5,3,4,4,4,5,5,5,4,4,57.471215305496166,27.652449976053312,63.39735044898604,81.7810158621433,55.058970600029106,56.78996525742433,41.27308358034697,56.607471921422146,55.40664925165461,64.5648487171172,581,12
medicine-surgery,Science,2,5,1,3,5,4,1,5,4,3,4,7,2,3,69.9150337469336,62.7209898342942,73.47759489577687,84.07439113917228,62.481852840921576,97.54019235332787,46.92095375708351,59.03373459670719,74.84062608664073,87.03408557908185,881,11
psychology,Arts,1,2,5,3,4,5,3,5,5,5,4,3,3,5,40.54533979984714,49.13747142724222,80.22930350567613,32.10237676586637,45.48244076927179,100.0,44.104860986176995,37.62244651351552,51.07096219766943,37.94757035153938,832,9
agriculture,Science,1,4,3,4,4,4,5,4,5,4,5,3,4,3,53.950266781305324,57.50470040231071,43.876741106963024,92.18256125474085,65.1726518205704,49.72422686396681,53.6752702311029,58.78874102137047,42.43243552513041,69.68760474892703,1196,9
education,Arts,3,5,5,3,2,4,3,4,3,3,5,3,5,4,60.243681636108434,64.58571688180962,70.71925371864218,58.73063095375128,72.91508171946519,91.55141466194844,52.20069800432392,48.076732177369394,51.4266047397699,50.591919840809084,750,11
journalism,Arts,3,3,2,2,4,6,3,3,3,2,3,1,4,4,57.527019708068586,86.63216389704283,81.63119076604842,45.36201970662628,49.061874933097904,51.55502975742819,28.02173108564781,42.949386350639536,59.62316999470261,38.28914380982535,637,3
education,Arts,4,5,5,3,4,5,3,5,2,3,4,3,5,5,58.48719725489474,66.42128296184517,86.88411053888785,69.95501161383926,64.65949300537228,81.63956993442389,51.70013309925626,42.77433857287084,47.60211681094515,57.49200057313059,647,5
economics,Business,4,5,3,2,1,1,4,3,4,5,2,4,4,6,72.64259169002176,36.18460683549878,40.716442091763845,39.6558819630862,71.27402727064579,35.26651502000818,61.87675827359871,80.38575112886406,40.23110475153659,55.50235208774497,440,12
electrical-engineering,Science,3,4,3,1,4,3,5,3,3,3,5,4,2,6,84.89535205689538,57.06248721757321,40.204207493003935,82.1178264830405,60.59161731741859,21.50299190899814,75.66671432000109,64.77946268970611,37.58875567922588,64.26070302805428,532,11
pharmacy,Science,1,4,1,3,4,3,2,4,5,3,3,3,2,4,82.0290333107321,52.82761852835352,65.4140900772693,98.97116714531808,44.261272324589044,57.39470436203793,53.112705894299175,74.478432001957,64.01379763724142,87.31884043330508,533,17
public-administration,Business,4,3,5,5,2,5,1,5,1,3,3,4,5,2,61.40520310484361,34.86631231183943,90.81048683871875,54.31761007850285,68.22782886726577,55.287056209696004,58.15143545950606,52.99596315516091,59.62739476312452,53.78499662438837,678,10
psychology,Arts,1,4,5,3,4,4,4,4,4,4,4,3,4,4,73.8805093581327,46.99635438908116,80.00089030963639,47.08733551655933,41.755339511872556,100.0,56.27332251675692,57.20512136491222,30.834088431414518,55.17525327133201,792,22
marketing,Business,5,1,4,5,2,5,3,3,4,3,6,5,4,4,55.37871629589978,81.64717269970033,88.99875684733573,52.34340288471934,62.17528474144908,45.33403034512996,43.36360495813786,32.09800456058186,58.74014657999096,50.04009624787583,799,23
banking-finance,Business,2,6,4,2,1,3,3,2,2,4,5,4,5,5,75.58904617259152,50.95113858797393,55.452949643250825,55.49745250787831,65.98981222602731,35.69315750941126,39.25345623302769,66.13375804900053,44.27865594429515,73.18739946950286,1130,18
engineering-civil,Science,3,3,5,1,2,2,4,5,5,5,4,2,2,5,83.6472994343375,53.19163881260385,30.358819609816777,74.98261256727974,73.3814851476607,53.74346369880142,68.05247266719992,80.23164872761092,40.29146330622462,72.73478862981688,1231,5
nursing,Science,2,4,3,4,6,4,3,4,3,4,5,4,3,4,55.440925798253424,26.575560450692954,78.13539581605669,84.18112096293078,59.79517600887196,81.42377651839368,41.850633409296364,67.2747407751006,48.99914517755523,64.3733259734891,689,20
banking-finance,Business,5,4,3,3,2,2,4,2,5,5,3,5,5,6,74.57698882366142,49.32543276993829,55.17346018033554,42.58635816419431,63.800128301657125,35.02464761099707,55.06737286690841,78.66278671554451,55.02756059797631,61.778701879594536,640,13
engineering-civil,Science,4,4,4,2,3,1,3,5,5,6,4,5,1,4,74.24735898539139,54.3746080424525,70.29838388872142,88.03554236190429,46.36186780819671,39.077890059579055,62.98707799998085,77.16351889181786,72.70003787561451,75.80870390575143,919,13
public-administration,Business,5,4,1,6,3,4,3,4,3,3,3,4,5,3,57.71976005180224,52.21019260379937,70.42754794858908,45.89440086165598,76.26855727053758,59.35019019009521,35.02077525868481,50.979231110027435,57.28498267387765,56.601831504939305,989,23
agriculture,Science,3,5,3,3,4,5,4,5,4,5,5,5,4,3,51.42432570611892,38.18782376407818,52.5707519867493,90.19803753555634,35.8546768205597,44.96004891636449,42.658446575502616,38.08742586044296,48.608797977292475,55.467871384503155,496,12
electrical-engineering,Science,3,4,3,1,3,1,3,3,4,5,3,4,3,4,81.322767125244,48.431173654807615,39.29362508393278,100.0,44.69146392522757,22.423897171117172,59.63091370038017,87.08932168512723,43.44073577241822,65.68656913899883,556,21
computer-science,Science,4,4,2,2,3,1,4,5,4,7,3,5,1,4,74.5221024981944,67.57275915090875,35.559702535787565,66.92335200816419,55.920570251263065,24.329010269972095,69.8758652315558,91.46886002180959,39.148782159012285,66.36931601606325,813,18
electrical-engineering,Science,4,4,2,2,4,1,3,4,3,3,4,1,1,3,97.03258223016789,45.590672374571035,29.392838847327692,87.51377514746726,44.046275715350866,25.973518418464653,79.29317439846925,86.03019296998342,50.6843948567379,71.02851327935988,542,16
electrical-engineering,Science,4,3,4,2,5,2,4,6,4,3,3,6,3,3,77.72679187321444,46.76008962468828,47.24256872145983,75.1269780151969,30.33380475111125,51.67514476562161,67.61238223196783,80.43066482199137,45.21116988333771,67.04431695170851,411,9
public-administration,Business,2,4,4,3,2,3,1,4,2,2,4,4,4,2,71.82767512307893,27.669489598908697,75.63270254841241,41.91731556567307,76.11273482452015,71.52292491749911,62.66678316796646,75.90585459493154,68.17698187675433,62.21745121164992,358,13
medicine-surgery,Science,1,5,1,2,4,5,2,5,2,3,2,5,3,5,73.22638164293807,39.36452342465334,63.78952357337689,84.43699302947655,76.93828127622051,92.93808489841362,54.26134861989704,60.32833791018861,58.3261650277342,73.84038224902305,737,8
agriculture,Science,1,5,3,5,3,6,2,3,3,5,4,4,3,3,71.3262732369301,52.9863926104864,63.5245037709235,88.96818126981124,23.578975414444653,37.55417067318548,50.63210706523872,37.557518445497855,58.62654278667227,62.57206785196281,950,15
education,Arts,5,4,4,2,4,2,1,4,5,1,3,3,6,4,62.02141852304156,56.623962493235226,74.89378411060623,55.82184352067756,58.41710609373896,87.24269338717745,44.41053406995611,80.77417996514298,71.63929659706906,52.88865860810555,363,8
banking-finance,Business,4,4,3,1,1,2,3,2,3,4,4,4,4,6,72.49010881133876,45.804184680889826,43.45319336495069,61.54781085771415,72.08152558123973,29.896348449429542,52.75523958277253,59.98455613184041,49.23992886477527,63.45678182702022,468,14
engineering-civil,Science,3,4,2,1,4,1,2,3,3,5,4,2,1,5,77.38641366742624,69.97743878133629,31.43337945038411,90.03408055816455,65.36638584591012,39.50193972311433,57.69725503658487,77.93753411811272,75.85605567935991,69.27903244957206,1065,12
psychology,Arts,2,4,3,4,4,5,2,3,3,3,5,2,4,5,64.23635500568284,38.41948283164804,69.38570100610566,50.57708703864615,50.838843478445824,73.1843219763656,49.935074036562746,43.373200442178586,53.18789694625935,46.11192469663409,938,0
computer-science,Science,3,4,5,2,3,3,1,4,4,3,5,4,3,2,91.34976090228875,60.87893327306395,46.49703782967822,69.5601927022905,57.49229533720119,35.07612765033052,67.15481277875911,77.07130665737209,78.52825437082977,71.18020830661634,267,10
public-administration,Business,3,5,5,3,1,3,4,3,1,2,5,4,3,5,70.79494087935537,30.807097582897406,62.7641608893822,61.581699648799734,80.16788163741715,44.509359801438876,43.632544944529286,57.73067845427299,33.74554281175524,42.36986649659511,391,6
engineering-civil,Science,4,6,3,1,4,1,3,4,4,6,5,3,2,3,89.46250764059853,41.2481258289173,28.92220551916021,88.43907562490126,64.97669113598025,40.02644348753013,81.564192496581,90.88304999823048,54.62959395804211,67.80920609811206,1045,22
medicine-surgery,Science,1,5,1,2,4,4,1,4,4,6,5,3,3,4,93.09426301945513,39.75545787170961,66.88676148359525,69.00906350907508,60.58479423058299,76.1480105099605,69.90442485303296,65.71256681068701,78.23288050971627,82.84807208994228,742,20
banking-finance,Business,3,5,5,3,2,2,3,2,3,5,5,3,6,4,71.05896957150014,26.69745877252726,69.87783597165344,73.24984916216822,75.09485053480918,48.193086485871355,71.51240845613897,79.91712313641256,52.97182605699285,63.1365964272629,985,10
engineering-civil,Science,5,4,3,2,3,1,4,4,4,3,5,5,1,3,81.530701951418,60.70152699949713,41.886357040797655,86.09098044451987,57.11698759469812,42.587962314981596,70.43047734318864,89.90624799395961,41.74495173793864,89.89001680122799,766,17
banking-finance,Business,5,4,4,1,1,2,1,4,5,5,2,3,5,8,93.94692465057031,45.36943410250951,60.249742281141884,46.5250280428983,74.95174083200331,23.98792662903071,63.53878100416633,69.85115032660613,76.87966799251465,65.22476495575108,838,15
marketing,Business,3,1,3,3,2,5,3,2,4,6,3,4,4,5,57.95466841357406,75.6870452207625,85.66764121472885,45.81369943953736,69.08304817717176,46.808885446759824,53.92204306757017,55.12240238562941,51.783896829193644,52.480595466602196,663,6
banking-finance,Business,2,3,4,1,2,3,3,2,2,5,4,4,6,3,53.25184066877957,24.46545422190243,59.86045068267821,55.26925901748041,52.84363870401318,20.802826168235697,46.28904820785062,53.18161077470146,54.058158190416684,50.18413709162372,548,8
education,Arts,4,4,4,3,3,4,2,6,2,3,4,2,5,4,52.65458600849391,68.14628513616317,98.10711662918376,69.07498373948329,63.63346115890857,79.50485788267596,45.451046962520586,55.45691246939947,59.35047211245011,59.28912619339168,780,12
computer-science,Science,3,4,2,1,3,2,4,5,5,5,5,6,2,3,94.68810900477321,64.96321545937754,37.203538328069605,67.5133310789264,39.037412829752824,46.207646687750255,64.7951655918273,85.67875987488699,54.686469377719106,65.77432632087002,598,11
marketing,Business,4,2,3,6,3,4,2,2,6,2,4,3,4,3,45.14022316580752,80.35441729706328,59.319708526939344,41.845115180813025,69.09710024650025,46.40723453593988,53.42586135449883,48.022377634782984,66.67100951969395,46.304313638424624,701,20
psychology,Arts,5,5,5,5,4,6,3,4,3,3,4,1,3,4,53.85921404799946,54.928862486966224,81.38434519349865,41.83049600817135,40.95878592957899,98.98682382481199,37.465725132271096,40.55044825096918,46.414255585817266,50.73114376003194,937,17
journalism,Arts,4,3,4,3,4,5,1,4,2,4,4,1,3,3,60.2918499144697,78.64889203669522,85.54809859823303,57.74641156195397,73.32080725927872,48.537656921651966,50.328602341999385,48.863545388583454,72.03705041417156,56.70902447056444,310,22
marketing,Business,4,1,3,2,2,4,1,4,5,4,4,4,4,3,48.47322013412739,77.03563993251969,87.48186594476697,45.09336717876468,72.10369379987115,44.751720167160784,48.308352019743126,53.47197109889357,95.82880041970516,48.940891078826915,850,31
pharmacy,Science,1,3,3,1,4,4,2,3,5,4,3,5,3,4,88.41416382134366,44.7403433057432,33.033644495009646,81.95356700977787,43.99386237334872,56.70971303196667,62.08448231887005,48.552570412740074,62.98543597844307,65.60911815672861,687,14
agriculture,Science,3,3,4,4,4,3,2,4,3,5,3,3,4,3,60.085499933688034,54.85989330058521,51.172293316687245,86.20964460702724,52.051467089084184,33.06901009714607,55.67745196628794,65.79655260054477,70.6151572759844,62.87213638920336,731,20
pharmacy,Science,2,4,2,2,5,6,3,5,3,3,4,4,3,3,91.51591706323647,61.541982333569365,67.80987679172623,85.85523268786471,47.26119605145603,51.57002629272863,57.58818295270598,61.39788770737932,54.49249156665743,73.8151171363794,1047,21
journalism,Arts,3,4,4,5,5,3,2,4,5,3,4,2,4,3,52.59478825728902,77.43706390930775,69.07682539450188,44.26964810205507,39.32889775390603,61.52313164844521,50.74616206500189,63.79492706856366,64.69885699876701,51.094193261602136,549,13
electrical-engineering,Science,3,4,3,1,6,1,3,4,3,5,3,3,1,3,67.48916667455276,45.370601328408064,43.73335312712291,89.96979805465244,65.60575270188126,37.50956304989184,67.93630181946872,98.55902551613227,53.296955505655916,70.75135539040544,832,25
psychology,Arts,3,4,5,3,5,5,2,5,2,4,4,5,4,4,51.21698263946918,68.05406196794266,76.49967280476223,32.086479329245805,53.3629921400906,96.49718831405653,45.68011478541082,45.401399912368724,67.38433348868229,53.22139139728637,801,15
banking-finance,Business,4,3,4,2,1,1,3,3,3,4,4,4,4,3,70.92782499507598,31.98748827078775,53.5462440210584,43.740448943158285,72.89647674789184,30.824390268889665,62.08937164900323,86.4468353208544,50.36623144561755,65.4781620017693,563,6
accounting,Business,4,4,3,1,2,2,2,2,3,5,4,4,4,2,68.63213508946296,28.742905402812756,43.64729137292704,47.10325977611879,44.46398292139539,18.777359127859686,62.44302886544871,74.821220732294,64.19659389999914,66.62422396833905,916,20
electrical-engineering,Science,7,3,3,2,5,2,4,2,5,4,5,2,2,3,90.72120151581304,53.17070452468846,38.660477974991785,77.41058311768509,49.43030879181389,28.19832952070659,75.57308109156597,87.30861626663034,49.33794828100661,54.50698214763513,826,30
marketing,Business,5,1,4,4,2,4,2,3,3,5,4,3,5,3,49.447899029984164,74.28324934714836,100.0,38.14979231360557,48.45034779499895,54.181848847208585,47.118352294230306,59.91225617866567,85.56896741697186,63.5895502768823,831,9
banking-finance,Business,4,3,4,1,1,2,3,2,3,3,4,4,4,4,85.8848693279917,48.905462536893474,47.19855415856012,55.88902836215433,74.58270404005324,27.238857098027502,69.06737774748942,78.123009040897,44.29073062703054,64.6134511565225,792,17
pharmacy,Science,1,4,3,4,5,3,3,4,4,3,2,4,4,4,84.02947859914353,42.163503229793776,59.04527474845711,80.29511759086702,42.25318571045382,60.82890561419617,78.46080629852929,70.4421439518378,53.77320861759009,73.53191963755425,759,12
agriculture,Science,2,4,2,4,5,4,2,5,4,3,5,3,5,4,37.3113492462267,46.78329587263237,45.93807631909064,79.43150708176864,42.62274238543782,48.72784209140127,33.52416517377622,36.358747903738255,72.03320226794412,54.238543526173565,511,5
nursing,Science,3,3,3,2,4,3,2,4,4,3,4,5,3,4,50.492160545978265,24.473158278834685,77.61011512998101,74.5474853133244,37.831968737649,100.0,55.10679638764376,47.139984458322296,45.59920663175039,64.89530473434293,647,21
electrical-engineering,Science,4,3,3,1,5,2,2,5,6,4,4,4,2,3,84.99470486494135,50.43577329830612,52.98997776844748,70.0499688729665,47.19116540892221,42.88117217831035,66.81318046608062,76.87820870910829,55.921082460603834,63.03756841738034,337,11
accounting,Business,3,4,3,2,2,2,3,1,4,5,4,3,4,2,78.60597250461136,25.996456309095272,30.66539641993488,57.47901647668032,40.897654984603534,39.92458276006491,74.28946958654642,69.54619320845978,46.0546722758719,57.14107209307478,972,15
accounting,Business,4,3,5,2,1,2,4,1,5,3,3,5,3,5,83.5162599902335,21.26406065532408,39.28557256005666,59.512257094404625,48.48976556669059,48.877982449554196,65.04249317201736,82.22346218891474,41.94833726440494,62.74733962157549,736,9
psychology,Arts,3,4,3,4,4,4,3,3,4,3,4,2,3,5,83.56216567395285,52.78774349348922,83.35474702194296,40.569912516625,67.30506837352856,68.86849552546465,63.54807036713819,54.645422621639106,36.70983652692841,58.18440892275192,1181,9
pharmacy,Science,3,4,2,1,3,5,3,4,4,6,4,5,3,6,67.7502191074185,41.84652207630861,51.0631321607653,76.3947233585004,57.22376262666128,63.78809605357945,58.63817107392475,43.18827507529214,46.78662875507199,67.95390631732367,715,12
computer-science,Science,3,5,3,3,4,2,3,3,4,6,4,5,3,4,89.86478717724746,70.473155591213,42.63282546475613,56.478359429489274,47.47302889096455,28.15922119252683,68.05017883941005,89.59067246767808,53.22946113373177,60.801283670694225,1006,6
pharmacy,Science,2,4,2,2,3,3,2,3,4,4,4,4,3,4,76.56099409220755,41.8396926663383,57.36008128420175,50.71109690906635,51.465257458594905,61.49942196220251,65.29288796805234,57.5174500548634,58.341753131968524,64.23606257513762,954,5
engineering-civil,Science,3,4,2,1,5,2,4,5,4,4,3,4,1,4,90.999004339829,66.8453924551438,43.982602542700945,100.0,47.944844279672516,16.620253607907415,77.46652528663094,73.27513244679193,48.679540556825856,65.64132922097971,572,5
medicine-surgery,Science,1,4,3,3,3,5,2,4,4,4,3,4,3,3,69.70112023824905,44.38292652126149,53.694335432436525,52.772168785456614,56.555328229251835,99.48621884563923,49.541727352109376,50.368840803235514,44.335398439043296,74.41534001100229,751,9
nursing,Science,2,4,2,3,5,4,2,4,5,3,5,3,4,3,54.32983044918439,50.23094916235048,60.909134094665085,84.85366177545544,67.31324410921286,96.85521926472822,35.26613907227874,44.36332201851363,56.533186819298884,65.06221242691431,758,4
psychology,Arts,2,4,6,3,3,3,3,4,2,4,3,3,7,5,64.07011484892637,48.35024512512047,66.5659991811515,47.33689731403035,56.7935417836632,85.33899003309193,64.24172928800414,65.48287848086595,60.868134908185176,57.590610470942,727,8
education,Arts,4,5,4,4,3,5,3,3,3,4,3,2,4,6,48.27421915960502,64.95273999585496,82.60135407601351,49.10480099734456,66.61133351784875,75.52165337905045,36.27467125887042,31.364668609735936,57.795058120240405,57.675013800861905,689,18
law,Arts,4,4,4,3,4,4,3,5,1,1,4,2,4,5,73.18874550747812,57.170004347155995,59.02741977294339,56.041821201461005,68.8751655177629,62.93732329729777,53.16690079638742,57.46112589856042,54.505185621670016,60.00146033265538,852,19
journalism,Arts,5,4,6,5,5,5,1,4,3,3,5,2,4,2,71.7827015149337,77.0240856977967,76.76719779167702,33.75889704347182,56.63554097666355,59.37252168683018,44.995275046389324,43.899530144230155,79.64275973203793,73.77771798250492,968,20
public-administration,Business,4,4,3,3,3,5,3,3,2,2,4,4,4,4,69.16901239083839,42.56862042907124,62.9846970770307,47.46735674487306,84.09842978266268,75.78711771306,47.409100193509616,53.24052408175255,60.53893938120483,56.677682130271045,1013,20
computer-science,Science,5,4,6,1,6,2,4,4,5,5,3,4,1,4,79.83991806539913,62.82232312033265,64.2364335760466,87.17803506797199,30.605524632993678,35.55738301599405,72.56140772917348,74.5148069194431,51.490925449334924,63.65983307893972,456,8
journalism,Arts,4,4,3,4,5,4,3,4,3,3,5,1,6,3,72.15480239680247,80.89988469108833,90.52424581746914,58.345249030919575,68.5766149516607,57.69973112206939,59.628117640502055,73.12075226043744,54.08164324093108,74.59386880859256,888,12
medicine-surgery,Science,1,4,1,2,4,3,3,4,3,4,4,4,1,4,79.49324042433743,33.60535776851187,62.11495306492739,75.79338270420888,65.72138259896508,82.70035667596606,67.66080257045653,60.5590041089905,44.129168848155764,81.83793242095179,1155,15
computer-science,Science,5,4,6,1,3,1,2,3,6,4,4,4,2,5,71.2415822741024,53.57135527209631,32.52691494392445,83.51047305634312,41.25483027030526,34.16151557274196,65.84262057215594,94.61838375831493,50.53648690871591,62.260180312012935,760,20
banking-finance,Business,3,4,4,1,1,1,3,1,4,2,4,5,5,4,84.43652725014164,26.717396044058425,71.244386832914,75.67762506513905,66.64823630705973,60.906858360614926,66.77680465278809,76.87867152947669,44.66648917605874,61.07503605444256,1352,12
accounting,Business,3,5,5,2,1,1,5,2,4,6,6,4,4,3,77.15396712514865,15.136750241998788,25.096136238159403,47.773411310940986,55.84337006919445,14.385977770874367,84.17668195222357,79.5877702954345,46.92614930266005,57.725755394620805,411,22
law,Arts,5,3,4,3,4,4,1,3,1,3,4,1,3,4,89.0894810658196,38.60222743197892,82.2082309668523,40.47055220903525,82.44810663121402,47.67643718985382,60.48052160452646,61.52213477178826,63.55510976952221,65.37830115203828,890,27
pharmacy,Science,1,5,1,4,5,4,3,3,4,5,5,5,3,6,76.3497959347291,23.927993683007024,40.85300704790676,89.74007730122344,44.23347080153196,61.59057498054092,52.58470692796986,55.398339352552306,43.48883184900704,81.67414528705943,725,16
medicine-surgery,Science,2,4,1,1,7,5,3,3,4,3,3,3,3,5,70.29951998377979,41.85183949842525,72.49123171936581,64.29028604812663,60.795862448327306,89.01847447064812,53.277204406642944,51.093067418278245,48.14079050942496,69.18205929498342,449,3
economics,Business,5,3,4,2,1,1,4,3,2,5,3,5,3,4,79.62457231437051,40.03157722738506,44.32719826088989,47.76461758445522,48.24394991689323,39.90659595413992,71.21456782633665,72.99265707004089,53.44964872709244,59.97706801707518,826,19
psychology,Arts,3,5,4,4,4,5,2,5,4,4,4,2,4,3,43.719475307019586,39.507372421712894,99.85406361111524,33.43499750370223,69.03460299821145,94.0315460115558,36.461673480420956,31.73905412683404,60.43882564895098,64.25331272785171,1078,13
psychology,Arts,2,3,5,5,4,4,3,3,3,5,3,2,4,5,84.14367277057087,56.14792530236561,77.31781412957213,34.00158925006704,50.01746313450329,84.4977824856321,60.04559444644367,63.88459713814556,52.98708151815017,59.72639733025847,708,11
law,Arts,4,5,3,5,4,5,2,4,1,2,4,2,4,5,51.320787811388016,46.1443279802475,86.67137367611562,38.29028710967064,71.70856363833833,48.43156777862403,16.436213401148294,37.16974179898224,70.18679657615017,46.73541420824655,539,0
marketing,Business,5,3,3,3,2,3,1,3,5,5,5,3,4,4,54.12779314502807,77.88218366365862,78.39551819392484,14.82209545784395,81.61829020570673,63.29990165475089,37.689578272221965,67.11061185294764,71.99799827671997,50.38655941216658,548,16
pharmacy,Science,1,3,3,2,4,5,2,4,4,3,4,3,4,4,84.1454835697503,23.93041351445443,53.9660460482618,63.22733439585723,44.631360970229736,36.84720323110261,44.746083637873205,61.34136558467156,60.238508110943364,69.91311829108776,527,7
economics,Business,4,4,4,3,1,2,1,3,4,4,4,4,5,4,96.44186283473138,46.21602377518782,60.8435337466785,43.90280076653362,57.930725050155985,32.97226429235335,78.8411493098775,86.87767514464119,70.24365428393268,73.44621146942633,723,21
public-administration,Business,5,5,4,4,2,4,3,3,2,2,4,4,3,4,65.6655699043622,31.79818360641159,80.67974458824331,42.35843496693768,100.0,58.90521176669395,42.21243179226084,49.00837985116227,60.54028043886872,53.92645777356102,367,17
banking-finance,Business,5,5,4,4,1,1,2,4,6,5,3,3,3,3,96.92704607275974,32.56232876604156,53.885018353560575,62.743867869234315,48.36472025966025,35.52645821269139,69.6885492069965,87.0300898500854,54.32110020153461,61.47426785357787,865,16
computer-science,Science,4,4,3,2,4,1,2,4,6,4,3,5,2,4,81.94339449573422,77.8077331614317,29.09240243354036,83.97857978577537,34.50739415471214,27.070936142845202,82.17166353512137,87.73407269739756,86.2332741667314,67.42989475481612,949,28
marketing,Business,3,1,5,2,3,4,4,4,4,5,4,4,3,3,54.59926125452883,81.75018405349604,63.64804401913241,42.804396650760054,70.28581769549444,65.4753744487984,59.06403768731522,56.15508053446793,46.57353380071746,39.335143307546865,873,7
pharmacy,Science,2,5,1,3,5,5,1,3,3,4,4,2,3,5,81.47975991224122,41.46266919499861,51.35006313281289,64.41059058925322,44.82944176109516,60.520934512351246,60.661916118784255,56.86795137681193,68.97942519230565,85.70319489035101,714,6
economics,Business,4,4,3,3,2,1,2,4,3,6,3,6,4,5,77.65131493173485,40.188363785467,58.047493301705664,56.62077136695822,71.00761833657883,30.125278851984355,69.5041244486659,95.51737159433154,54.895628743341796,65.37572296846767,773,16
education,Arts,4,3,4,4,4,6,3,4,2,2,6,2,4,5,51.88676348516694,49.977962354226406,72.15103360993513,49.534949976959716,57.90507130902221,93.27720393180931,37.12037379480244,32.436943887852486,55.851256821782925,56.90967628790939,587,17
agriculture,Science,3,4,3,3,3,2,3,5,3,3,3,4,4,4,70.32606346051878,57.49254438091489,70.05462505389322,68.75092683301432,41.44116079663665,56.98485157059754,57.7807820060592,82.20150445089762,58.1554163171016,76.23145271845002,1072,21
electrical-engineering,Science,4,4,3,1,5,2,3,5,3,2,5,3,1,4,88.85465344738762,58.48401056203796,40.80851426267512,93.49892526562027,42.09248217943509,32.94243557267657,58.63292696329297,91.51803227710016,45.476283521861795,71.38487732416553,470,10
law,Arts,4,5,4,4,4,5,2,3,1,3,5,1,5,3,88.03826773856342,55.29449156249621,63.68075549354279,34.70923298536588,74.53539385471376,56.59876721302331,57.38731868518179,43.443742240658416,52.404825142718636,66.80366699675191,801,13
